name,sex,sign,content
昼夜幻想家,保密,感谢相遇  （风格不定且水平不高继续努力）,每一秒都好美！歌词和排版都太好看了！
゜苏鱼,女,如果有一天消失啦 就请祈福我抵达了安宁吧,求问up这么高清的资源在哪儿找的[酸了]找好久都找不到…韩剧tv太糊了…想找个超高清的存着看🙏🏻
TINY六月,保密,江天一色无纤尘，皎皎空中孤月轮,因为今天天气很好$因为今天天气不好$因为今天天气刚刚好
吴小虾Viven,女,俗人一枚，涉猎甚杂，好美景美色，有趣第一。$$所爱之人甚多，皆秀。,看到初雪回来那里哭成狗啊[大哭][大哭][大哭]
ラブ西聆楚,保密,,原来都是16年的剧了啊
苏络樱,女,一遇果奶，一生长情,鬼怪夫妇！！！！[爱心][爱心][爱心]
拔拔小公举kk,保密,讲道理你不听 那别怪我骂你 ,还有人在，还有人没忘记！我好开心🥳 爱鬼怪
olsen鹿嫣,保密,我一点都不懒。都是b站有毒一直不让我改。,up剪的太绝了！
道阻且长V行则将至,保密,,已经2020了，我还在吃鬼怪的糖，好甜啊啊啊[喜欢][喜欢][喜欢][喜欢]
黄色的罗马烟火,保密,为了避免结束$你避免了一切开始,我来吹up主了[大哭]我永远爱鬼怪[大哭]
Jacinth_Y,女,,以前的韩剧真的好，最近好剧荒啊[笑哭]
尾大地喵呜,保密,我的收藏很精彩，不要错过啊,感谢up，我真的别哭边疯狂截图
涅维亚,女,我终将落俗,我的冬日限定
little五木,保密,,谁知道1分13秒到17秒这里，原剧里面的纯音乐名字？
匠人n,保密,,up的高清资源有链接嘛，吼想自己也做一个了，求！！
Humlili,女,每一天都要加油鸭,最喜欢的一部韩剧[爱心]up主好棒
祖传黑眼圈,男,还是投资自己，认真生活吧。,看看这收藏量
rochethl,女,哇,太棒了！！[星星眼]
香菜牌汽水,保密,,永远出不来这个坑
爱做白日梦的小狮子,女,,每年冬天要回顾一遍
鳶色,保密,安,2020还是鬼怪!
飞云系星,保密,,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊少主居然剪了我最爱的鬼怪！！！这是唯一一部让我看了不下五遍的韩剧啊！！！真的大爱啊！！！！！
四叔头上的瓦,女,,都2020年了 我还在磕这对[呲牙][呲牙]
啵啵奶盖o_O,女,我爱甜妹,我永远喜欢鬼怪！2020还能看见鬼怪那么高质量的产出，太棒了，表白up主
芝士爱人,女,客官来碗杂豆粥吗？,2020年了我还爱阿加西[大哭][大哭][大哭][大哭]
雪の枝,保密,,速度线调色甚至字幕排版都好高级啊，少主真的每个视频都好用心，爱了
你害羞了吗,保密,如果什么都做不了 那希望你快乐,2010我还在鬼怪
抱个栗子,女,不可结缘，徒增喜欢$眼泪越掉越多，年纪越长越大,和前男友刚在一起我正在看这部剧，我俩讨论这部剧讨论了很长时间，原以为他不会喜欢韩剧没想到😄挺合他意，现在我俩分手一年半了，现在他朋友圈背景还是阿加西撑伞女主带耳机他们擦身而过的那瞬间，满满的回忆
吃布丁不停的补丁,保密,最愚蠢的行为莫过于手贱去看影响情绪的东西.,鬼怪我只喜欢的韩剧❤️
芋圆甜七,保密,凡夫俗子,每天一遍 谢谢up呜呜呜
初了大事,保密,微博@初了大事,冬日剧单。
Karenashin,保密,,up剪的好好啊啊啊啊，滤镜爱死了[鸡腿][喜欢][热词系列_吹爆]
月染银墙,保密,,滤镜我太爱了(⌒▽⌒)
Chan-no-ey,保密,,2020.3.1来过
为了吃瓜磕cp呀,女,我爱的先生，君子貌，少年心，永远以最温柔的模样清醒的看着这个世界。,鬼怪太适合冬天重刷了，好喜欢他们
萝卜剁剁,女,少女心偶尔大爆发的糙汉……？食量是半个糙汉的姑娘~,阿婆的调色简直了！
圆圆-园园,女,亦如痴人说梦,我出不来啦！！！！！谁给我根绳子把我从坑底拉出去！！！
深白色么么哒,保密,,鬼怪呀
大酱煮胖头鱼,男,我就是一个一级号！,看的第1部完整的韩剧，还推荐给了朋友，括弧我是男的。
Uncle李狗嗨,保密,阅片无数,2020年3月了！！！竟然还有粮！
葛姐姐_sl,女,一个喜欢唱歌跳舞追星的沙雕,无论看了多少韩剧 现在鬼怪还是心里的白月光[爱心][爱心]
眷茶故人,保密,,已经2020年了啊，真的是高二那年的白月光
阿婷啊啊啊啊啊啊啊,保密,,因为这个视频我关注你了
嘤嘤怪想赢,保密,,我真的好爱这部剧
阿婷啊啊啊啊啊啊啊,保密,,好喜欢，超喜欢，咋办，阿加西
-三胞胎的怪阿姨-,女,好事总会发生在下个转弯❤,哇塞！太太的调色字幕排版都好好看！！
某不知名西柚,保密,,男神剪的视频直接给我看哭，呜呜呜鬼怪太好哭了[大哭][大哭][大哭]我又躺回去了
狐狸的米,保密,,看了这个剪辑我才发现竟然有这么多吻戏
锥条婷玩家,女,一起走花路$次划锥,up主太棒了，色调太棒，太美了，随便一截就是壁纸
安非叶,保密,不在任何东西面前失去自我，哪怕是教条，哪怕是别人的目光，哪怕是爱情。---《成为简·奥斯汀》,我不管这是我的最爱，我都刷了好多遍了 我最爱鬼怪啊
糖果23333,男,这个人没有填表啊~~~,@女朋友
桃择唯,女,人活着就是为了哒宰 5t5 西条高人 维克托 黑羽快斗 工藤新一 伏黑惠 狗卷 中原中也 宫村 陆景和 夏彦 兰加,我当时看到结局的时候在被窝哭成了狗，真的是除了1998我最喜欢的韩剧
_Vint,女,,我永远喜欢鬼怪
碰碰墙biubiu,保密,,我的宝藏少主出圈了嘛!!它的每个视频我都爱!!终于不限流了5555
放风筝的阿菜,保密,人生长恨水长东,求第二首bgm名字
沙拉胖,女,30+ 二宝妈追星“妈”粉。追星使我快乐。,我心中的韩剧Top1！最爱的阿加西！
北城逐愿,保密,彼方尚有荣光在,昨天在微博刷到了，还顺手截了图，贼好看
小坨不足,保密,^ ^,剪得太好了！
咖喱味泰妃糖,女,100%,实不相瞒，我整整看了十三遍！！！
司司苏,女,,这个色调好好看ww一截一张壁纸
司司苏,女,,今天也是为鬼怪夫妇的爱情流泪心动的一天$(｀・ω・´)
溪上少三水,保密,,[热词系列_吹爆]
就叫钟鱼8,女,我的个性就是不爱签名。,因为这部剧 我买了人生中第一条红围巾[喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣]
朴孝敏000,女,不和寡妇论长短不和寡妇论是非,这剪辑的也太好了吧！！！！！
撒手没Z,保密,,这么多年过去了，还是会心动呀！
樱桃爱吃小甜饼,女,,排版也太好看了吧我的天！每一帧都美如画！视觉盛宴，不愧是wuli少主！
种花家的兔兔_,保密,,能不能问一下用的什么剪辑软件[爱心]
单面煎蛋ssu,保密,,鬼怪夫妇都是彼此最后的初恋[热词系列_吹爆]
单面煎蛋ssu,保密,,前奏一起，鸡皮疙瘩都起来了
断风华-,保密,一蓑烟雨任平生。,[酸了][酸了][酸了][酸了]真的超爱u最爱鬼怪。
Hi_Simon,保密,想起就更新，没想起&hellip;&hellip;&hellip;&hellip;也没有人要催啊！,时长好秀！
Rust老纪,保密,3000小时的solo建厕所的大菜比，常年混迹Rust腐蚀区,歌好听
咕啾fairy,女,悄悄的.$自学吉他 偶尔分享一下弹唱 .$大家可以多多指教quq,天知道我以前哭的有多惨
捕获贤心计划,保密,,第一集编剧就已经把结局透露了！！！！！
熊猫火锅饲养员,女,✧˖°꒰๑'ꀾ'๑꒱°˖✧ Helloooo,最爱的韩剧！！up太用心了这个做的是真的好看
捕获贤心计划,保密,,这部剧的bgm真的神了！！！都出圈了！！！
捕获贤心计划,保密,,啊啊啊啊啊啊啊啊啊我又要去看了！！！就因为鬼怪我才发现金高银这个宝藏女孩啊！！！
时角_,保密,,呜呜呜(┯_┯)，适合N刷
づ番茄柚,保密,,时长520优秀up，爱了爱了
wangyuyuxi,女,平安喜乐，幸福安康❤,有你陪伴的时光全都很耀眼，因为天气好，因为天气不好，因为天气刚刚好[爱心]
最爱芒果可丽饼,保密,,你币有了！！！！
喜欢美女有错吗,保密,,看过了，说实话韩剧就是太拖了，不够紧凑，太甜了，单身狗受到一万点暴击
佷丧的人,保密,,不仅是主演的人生剧，也是我的人生剧
蜜桃甘露冰冰茶,女,✨,微博来的！！阿婆主太厉害了！！！5555太爱鬼怪夫妇了[星星眼]
浅浅浅夏呀,女,一个分享日常的小号,啊啊啊啊啊啊，看我刷到了什么！！！
福娃丞丞_,保密,以不变应万变,我怎么能那么喜欢鬼怪啊啊啊啊
lyrisal,女,不如恰饭,四年前了时间杀人
Wonder_K,女,社会主义接班人,神级bgm[星星眼]
一未言青,女,喜欢校园剧！热爱小甜剧！！ 明侦/名学/南北批$本命刘昊然 初心谭松韵$作品禁二改二传！不开放配音秀授权$合作请私信,我真的跪下了大大 这个视频每一帧都跟画报一样 每一帧！！！！！都是大片！这个调色我真的吹爆！
快乐2000L,女,一定要在热爱的事情上加倍努力,果断三连
月月笙笙,女,愿与你鲜衣怒马，看尽烈焰繁花.$（这里有一份看不完的帮帮收藏夹等你领取哦）,抓住飘落而下的枫叶，跟一起走路的人的爱情终将实现[锦鲤]$                                                      $                                                                                                                        鬼怪.
y娇娃,女,略略略,想了
danni_1109,女,Wanna one❤️邕圣祐$ninepercent❤️林彦俊$都是宝贝✨两个限定团，我太难了…你们一定要好好走花路啊❤️,2020年了  我最爱的还是鬼怪💕
尘轻洛,女,介里四uv+镇魂女孩一枚hhhh，请多多指（gou）教（da），天依我老婆，拔剑吧,我永远对鬼怪心动！！
电子小凑,女,,0202年了我还在为鬼怪心动
六月里的星,女,追剧少女，本命杨紫！,那时候看完后就立马去买了红围巾嘻嘻[笑哭]
Xu佳丽,保密,万事胜意,真的好爱鬼怪，值得一直重刷啊
慎独9759,保密,慎独,2020年了，我竟然还能在首页看到有up主剪鬼怪啊啊啊啊[大哭]我要哭死了(´;︵;`)
饮马瀚海勒石燕然,男,,经典是任何时候去看都不会过时的，鬼怪也算是韩剧天花板了吧！
Paintblueworld,女,,每次看完cut都想去再看一遍[喜极而泣]
韩舒子,女,,感觉韩国的这个妹子，有周冬雨像似得气质和演技
饭次了吗,女,走在吃遍全世界的路上,0202年了我还在搞鬼怪
Xczzong,女,(　´・◡・｀),0202年了我还能嗑鬼怪夫妇，我好了。
moonchild41,女,追星用（勿关注）,为孔刘打call！！！太帅了啊啊啊啊啊
小小小小凉光,保密,,剪得好棒[热词系列_神仙UP]
中森香菜,男,,唯一一部看了五遍的韩剧，还安利给了女朋友[热词系列_你细品]
炽热因子,女,,阿加西阿加西阿加西，我太喜欢了
捡完破烂去偷猫,女,这个人很神秘，什么都不想写ヽ(￣д￣)ノ,秋冬必看电视剧，已经七刷的我又想去看一遍了
cc的小美妞,保密,,我已经连着刷了三遍了，注意，是“连着”！！！鬼怪我的爱啊
重炮君,男,装笑久了，笑就长在你的脸上，变成一张面具。,孔侑
゚时辰,保密,续.,这么多年了鬼怪终于上首页了？！！[2233娘_大哭]
SEE_Q,女,当我摇摇欲坠之时 你就是我的地心引力,2020年了还有人为鬼怪营业，我流泪了。up神仙剪辑，看完我又要去重刷一遍了[热词系列_吹爆]
最没脑子,女,,第一亿次 绝了
楚怀風,保密,努力学习，争取上一本,2020年了，鬼怪依旧是我最喜欢的韩剧，看到视频，听到这BGM，心潮澎湃
関西扛把子西瓜瓜,保密,イッツマイソウル,2020了鬼怪上首页了（暴风哭泣
JY想要510,女,往矣，吾将曳尾于涂中.,我发现..鬼怪真的是我的执念
诗诗家的小草莓,女,,这首BGM我也特别喜欢，特别浓的情感和男女的故事
ganjinxuexi,女,,我要吹蜡烛了！！！！
AEuZdksss,女,都暻秀 灿嘟 SF9,2020我还喜欢鬼怪 还是能看最后一段哭到晕
明月晓景,保密,墙头很多，拒绝ky，拉郎仅限角色,想去三刷了[星星眼]
山河一把青,女,位我上者，灿烂星空；道德律令，在我心中。,2020年了，没想到我还能看到鬼怪的视频[大哭][大哭][大哭][大哭]我好爱他们阿啊啊啊！
很随便的小号_,保密,时间都停了 他们都回来了,2020我还在刷这部剧…
卓卓9803,保密,,我昨天还三刷了，又发现了很多可爱的细节。
沊于矀,保密,,啊啊啊啊啊啊啊啊啊啊啊啊啊啊鬼怪好好看啊！！！
旌拔葱奚摊饼,保密,白日梦想家，独住象牙塔,四连都不够
旌拔葱奚摊饼,保密,白日梦想家，独住象牙塔,这个调色真的是我再B站看过的视频中最优秀最悦目的，不是一味地褪色背景那种，真的太优秀了这剪辑
旌拔葱奚摊饼,保密,白日梦想家，独住象牙塔,这个调色绝了[喜欢]
离人阿媛,保密,,网盘里只存了两部韩剧，一个鬼怪，一个请回答1988，每年冬天刷一遍
弱小无助但能吃的深蓝,女,我真的太懒了！,除了棒还能说什么 看得我又想去重温鬼怪
遗来遗往,女,苦的时候磕磕糖,每到冬天就会重温的剧。。。
颜南烟,保密,随缘更新,太棒了！我最爱的鬼怪，阿加西太帅了
Miko丶公主,女,每晚随缘直播记得关注,啊啊啊起鸡皮疙瘩了[大哭]太爱这部剧了
雙重夢鏡,保密,YOUNG FOROVER,鬼怪一生推
听说很长-人生路,男, 一起来追番吧,鬼怪的音乐都爆炸好听
章鱼想摘星,女,醉后不知天在水，满船清梦压星河。,都说十八岁的喜欢会持续一辈子，所以啊，我十八岁那年喜欢的鬼怪夫妇，这种喜欢会持续一辈子。
改名废,女,爱自己,现在再看，还是觉得心动呀
北北珏,保密,,啊！！！在微博刷到之后，凭运气又在这里刷到！！！
嫩枝,保密,为时不晚,好顶赞
泡泡贩售叽,保密,我恨,我的最爱
白昼倾倒,女,微博@黎明计时器,我永远爱鬼怪啊❤️
aBao_Time,保密,This Is Me,全程打着冷颤  回忆啊
安小星er,女,,没看过剧 调色太好看了
7hxxk,保密,谁说我没有偷偷喜欢过你？,冬天必看韩剧！！
丶性格使然,男,,4年了放过我吧[大哭]
你的密友嘤大嘤,保密,( •͈ᴗ⁃͈)ᓂ- - -( ˃̶̤́ ꒳ ˂̶̤̀ )  呀呼～$$$$$$$$$$$$$$$$$$$$$$$$$$,这是最戳我泪点的韩剧，明明看过还有比它更虐的也没有哭，只有鬼怪让我哭得不能自抑[大哭]
你的密友嘤大嘤,保密,( •͈ᴗ⁃͈)ᓂ- - -( ˃̶̤́ ꒳ ˂̶̤̀ )  呀呼～$$$$$$$$$$$$$$$$$$$$$$$$$$,我不能看这个，我会哭得超大声[大哭]
Emma去伯纳乌,女,伯纳乌的圣地,一直没敢看这部剧[大哭]
今天我要叫什么呢,保密,本命李钟硕 NCT,超级爱！！！成功引起了我学剪辑的兴趣
杨豆酱不是黄豆酱,保密,所有人！都给我！平安喜乐！遇难成祥！,阿婆主剪辑真的超棒！！！！爱宁！！！！
李青果,女,,2020你我还是在这沉浸鬼怪无法自拔
奶茶半糖加布丁大杯,女,不管怎么样，开心最重要呀！,两年多了，依旧凄美且令人心碎
w可苦可乐w,女,浅喜似苍狗，深爱如长风,阿加西！
阿耶阿娘是真的,女,歌隼绝配！！！,爱了爱了爱了，啊啊啊啊啊
百凤山里的车厘子,女,一入cp难回头，bjyx/忘羡，只愿君心似我心。,这个滤镜很好看~
独立团李云龙,男,害～,这个男人为什么这么帅！！！
-千千晚星,女,颜控强心脏基地,每一帧都是壁纸的程度 太太真的太厉害了吧 这个调色滤镜哇塞
La_nube,保密,,我永远爱鬼怪！！
LKA_LL,女,꒰⌯-ω-⌯꒱,今天正好在看[热词系列_吹爆]
小骨头吃饼a,女,啦啦啦啦,剪辑的好棒！想再刷一遍啦(๑&gt;؂&lt;๑）
一块肥美的培养基,保密,,都四年了
甜奶煮粥,女,ℍ ˙Ⱉ˙ฅ,求出调色教程！！
一块肥美的培养基,保密,,2019我又刷了的，感觉台词都能背了[妙啊]
spirxxx,女,现男友李现,唯一一部五刷过的韩剧[tv_难过]
鱼小猫00,保密,,因为天气好，因为天气不好，因为天气刚刚好[害羞]
得即高歌失即休丶,女,人生一世，草生一春，来如风雨，去似微尘。,留名？这么新的视频
天然腮红yy,保密,不正经,2020啦 我还爱阿加西！
薛甜甜的甜甜,女,世界和平,2020.02.29
明芝维新,女,请你努力 千千万万,啊啊啊啊啊啊我太爱了
adeleadkins99645,男,,这是啥乐器啊
大野麻,保密,,可爱的鬼怪新娘 捧着花 挽着身穿礼服的他 这是注定的 命运 她义无反顾地挡住了 死亡 这是命运的 玩笑 下辈子 再见了
ONE银PARK,保密,试图学会剪辑的一条咸鱼,鬼怪真的是太好看了！
woaizhumei,保密,,我来了！有鬼怪就有我！感谢各位姐妹2020还在产粮！
超爱Sakura的慕枝,女,"有趣藏在无趣的日子里""",天哪 不行了 都20200229了 还是那么喜欢 嘤嘤嘤 超级喜欢啊[tv_难过][tv_难过]
ozo周周,女,TFBOYS,鬼怪真的是我的韩剧top！
折光过,女,我喜歡如秋天一般的人,阿婆剪的好好，又想重温了，无限心动
吃肉少女__,女,一名低能贝斯手..,啊啊啊我爱了 爱死孔地哲啦！！
墨君吾,保密,回望那年初夏，良善如昨，貌美似花。,最喜欢的韩剧
莱里安,保密,,2020了我还是好爱[爱心]
纸质银行家,保密,,啊啊啊啊啊啊爱死我了[大哭]
夏至w未至,女,(ಡωಡ)  ,完了，我想三刷了
一个小阿曹,保密,,呜呜呜太虐了不敢三刷
祝望,保密,白夜,我还在坑里
十月印象馆,男,微信公众号，微博同号～欢迎关注,最好的韩剧，没有之一
蟹味沙拉,保密,走自己的路,为少主打call 少主出品，必属精品！
德云山下小福泥,保密,,啊啊啊永远的鬼怪啊
小阿呦-,女,百合大法好,2020了在坑底躺的很安详(ღ˘⌣˘ღ)
目木不,女,,都2020年了，鬼怪还是这么经典，每一个场景，每首歌，当歌曲前奏一响起来，都能把我们带回原来的故事线里！
圆的半径,保密,,我的最爱啊啊啊啊啊啊 鬼怪永远是我爱的韩剧一番
Mananachi,保密,毕业了毕业了欧耶 取关吧QAQ,up主考虑用雪中梅bgm剪辑一个鬼怪的视频吗！感觉那首歌每一句都和剧情好贴！
秋刀鱼没有猫,保密,不知名三分钟热度up主,啊啊啊啊啊我的最爱！
毛猫猫啊,保密,,怎么能看剪辑看哭呢！up牛逼！
元气甄甄,保密,只爱一点点,55555我好爱鬼怪 桃子cp我可以嗑一万年
你快哥屋恩吧,男,爱就是Love,好棒
接接的小瓶子,保密,,这个剪辑真的绝了！5分21秒让我回顾了所有心动点
差不多是个废宝宝了,保密,,Up剪得太棒了！！！
微风料峭11,保密,,看了三年的剧[大哭]
上等盐煎肉,保密,,剪的太好了！！！
Emerald木木,保密,非我族类，其心必异。,好想磕这俩现实cp啊[大哭]此生他们能在一起吗
小栗砸_Yetta,女,如果可以，希望能用相机来记录我的一生。,[热词系列_三连][热词系列_神仙UP][热词系列_不愧是你]
binbinz1991,保密,,我当时看的时候喜欢的是男二女二[笑哭]
芝士拉面嘤,女,今天也是运动的一天呢,这个剪辑我好爱！！！
_Gokotta__,保密,,妈耶 我喜欢老男人[doge]
传说中的阿慧,男,本来无一物，何处惹尘埃！,鬼怪是也最爱的韩剧！！！大一寒假看的，现在我大四，听到bgm还是感动到炸了[捂眼][捂眼][捂眼]
栗籽酱_,保密,,2020年了我还在搞鬼怪！
skulllulu,保密,好好生活，皆如所愿,鬼怪真是百看不厌呀[打call]
传说中的阿慧,男,本来无一物，何处惹尘埃！,不会忘记我的鬼怪阿加西[酸了]
天欲雪lty111,保密,热衷各种无脑游戏,鬼怪太爱了
is超爱吃豆腐,保密,不定期分享since2018.11.2,想知道字幕怎么做的！！！！！
何苗苗全世界第一帅,保密,,这个色调好好看
多次拒绝孔地哲,保密,我命运般的老公孔地哲,太好看了！
溪岚哈,女,,爱了，鬼怪就是我心中韩剧的白月光
布布圆月,女,高产的捏脸up$严禁二改，倒卖，若有发现者请私信我谢谢$因为喜欢，所以产出$,2020年了我还在搞鬼怪！！剪的真好！！！！三连！！这是我心中的top1！！！
小雨披,保密,,在家闲着这一个月，我又重新看了两遍了，加上之前看的，再看完这一遍就六遍了
霁沫涔,女,苍苍竹林寺，杳杳钟声晚。$荷笠带斜阳，青山独归远。,2020年在首页看见了鬼怪，开心暴哭
咕噜甜w,保密,花少北,这个剧真的是我心中的白月光，每年都刷一遍，太爱了，阿加西很暖，池恩悼笑起来我心都化了，她笑起来好美好可爱，无论看几遍都不腻！！！！！！
衍其啊其,保密,旧疾当愈,我永远爱鬼怪！！
淀粉做猪排,女,,太感动了😭真的除了鬼怪没有一部韩剧可以让我每年都想看一遍
羽翼栗子球Noesweetie,男,TJMC in WH$研究生在读$期待顺利毕业，心情阳光，保住头发$怂、丧$为了可以心安理得地做咸鱼，目前正在奋斗中,OMG，神仙剪辑，i了i了~
煎了个鸡蛋_,女,yoooooo,[大哭][大哭]有几集看了好多遍 真的很多场面我都好喜 最后一幕把我搞哭了555
折光过,女,我喜歡如秋天一般的人,你币有了，舍不得白嫖😭
吃货的淇,女,做一朵奔涌的浪花,我最喜欢鬼怪里的bgm是hush，没有放进剪辑里有小小失望，但整个剪辑还是超带感，太爱这部了[爱心][爱心]
起司糖果,保密,,鬼怪里面的歌都好好听
桑葚火龙果,保密,我很神秘！,回到我初三的那个暑假
一只小噗胖,保密,今天也要开心哟,看来我又要重温一下经典了
要硬柿子不要软柿子,女,111,啊啊啊我的少女心啊
胡归一,保密,独立音乐追随者,调色好美丽
想捡六块钱,保密,别看 ,2020还在想念我们鬼怪CP
黛岱,保密,对长亭晚，映泰阶星。,最喜欢的韩剧，剪的真好[热词系列_神仙UP]
是真的可,女,的确是真的可,都2020了我还在搞鬼怪[热词系列_吹爆]
忘卻不能,女,-/：；（）&yen;@&ldquo;&rdquo;。，、？！.,有没有壁纸打包[doge]
每个账号名字都叫卡卡,女,等待,啊啊啊啊啊 绝了绝了 太好看了，想到我当初追剧得时候等到心悸
橘子果酱_kkk,女,exo,看了十遍的人在这！
福禄寿喜团子,女,围脖:知更与野玫瑰,2020了我还在搞鬼怪[大哭][大哭][大哭][大哭]他们太美好了[大哭][大哭]
-sweetkiller,女,少女的征途是星辰大海✨,我最喜欢的韩剧！！入韩剧坑的剧   在我心里真的没办法超越
糖果雪ovo,女,天下熙熙  皆为利来  天下攘攘  皆为利往,太棒了！！！！
24282140286_bili,保密,,太好看了趴，[喜欢][喜欢]
24282140286_bili,保密,,特别喜欢（*/∇＼*）
柚子剥开给我吃,保密,罗小黑到底什么时候更新/好消息好消息 周更了！/播完了md,人坑即神作 我心里绝不可能被超越的鬼怪[大哭][大哭][大哭][大哭][大哭]
南宝的小迷妹,女,生人勿扰,太赞了 给你三连
改点什么名字好呢,保密,,看了好多好多遍的剧啊啊啊啊啊 鬼怪真的有一种很温暖的力量啊 最喜欢的剧！！！！
娟娟睡着了,女,,剪的绝美！up[支持]
guguyo_,保密,又又又又舔本命与磕cp专用,dbq我歪楼了，孔刘真的和我们政教处主任超级像呜呜呜呜呜我每次看都会出戏，主任你慢慢谈恋爱，是我打扰你了呜呜呜呜呜呜呜
郑浅浅,保密,,开头鬼怪夫妇穿大衣走在一起简直太爱了
抱大腿的小兔子09165,保密,,爱了爱了
小鸭子巴巴巴,女,健康快乐，顺顺利利,啊啊啊想再看一遍！
开心不可以缺席哟,保密,尊重爱情,看完up的剪辑，决定明天再刷一次鬼怪！
拉格朗日啾,保密,,真的白月光了，那时候天天追更新，半夜才能出熟肉，韩剧最爱了
小熊伊布,女,,看得我都想再刷一遍了
喷喷香的好食光,保密,佛系剪频，杂剪up，有强迫症，能力有限，更新随意ヾ(❀╹◡╹)ﾉ~,冬季必刷韩剧之一！
WGUIR,保密,哈哈哈哈哈哈,孔叔好帅[星星眼][星星眼][星星眼]
妖精会有尾巴吗,保密,,原来已经过去这么久了[大哭][大哭]
么么唧唧,保密,一个很糊的人。用心在看剧，用脚在p图,我真的好喜欢鬼怪！太好看了三连必须有！！！！
小屁西西,女,Happiness & Deight,我永远喜欢鬼怪！！！！！！
白菜有点甜_,保密,,2020年了还在嗑鬼怪
花與爱麗絲,女,爱关不关，爱看不看。吸引相同爱好者。,鬼怪粉至今意难忘
深交不如浅交,保密,,up主大人，我想要的鬼怪的壁纸[星星眼][星星眼][星星眼]
不假笑的小谭同学,保密,,战歌一起就相当激动[星星眼]冬日必刷
mylightyoseob,保密,,时长是521！！！！up真的好棒！！！！
梦里中枪不da疼,保密,没有好友的ID,前天又看了鬼怪，每分钟都没能跳过啊，丝毫没有赘余的space，主角们都太喜欢了，每个角色我都爱了，让我都快忘了加油武汉了[加油武汉][加油武汉][加油武汉]$[热词系列_我全都要]武汉和鬼怪我都要啊~~
顾念心安的顾念,保密,聚沙成塔，天道酬勤,现在都还记得那个时候追鬼怪，每周四的抓心挠肺
saiko-eito,保密,本命：新垣结衣 迪丽热巴 山崎贤人 吴磊,每一帧都是绝美海报！！！
小呆鱼88,保密,好好努力,期待姐姐的新剧！！！
龚俊和张哲瀚的粉丝叭,女,哈哈哈哈哈,我觉得我又可以开始重新看了
Sararita,保密,Todo estará bien,调色也太美了吧！！！！剪辑也太好看了！！！！！！！！
帅到炸裂的套er,保密,嘿嘿哈哈哈哈哈哈哈,好喜欢！！！！
渴望人间妄想,女,关你屁事，关我屁事,冲冲冲！！！鬼怪夫妇！！！我真的超爱这对cp！！！
诗人真真,保密,갓흐唯一认证中国区翻译及搬运 请勿二改二传 ,卧槽每一帧都是电影 这个画质
luo曼猪,女,查无此人,最爱的鬼怪夫妇
枫叶没红,女,哔哩哔哩使我学习进步 天天开心,我不能忘记他！不能忘！呜呜呜哭死了
一个无聊的艾迪,女,????,情侣装典范
小小仙人球儿,保密,,每一个画面都是壁纸级别，真的好喜欢
奶茶店羊老板,保密,要么庸俗 要么孤独,每一张都是海报 大大牛逼 时至今日换了好几个📱我的来电还是这歌 哭死算了
栖叭叭,女,快乐冲浪  开心生活,！！最近正在重温！！真的好喜欢！！
左沙星,女,,2020年了我还在为鬼怪落泪[酸了]
易生玺Orz,保密,想做蒹职联系微号amjjdl,剪的好棒，每一帧都是壁纸。
野野纳良兔,女,32o｜剑桥大学化学工程学酥｜护肤分析号：茉香绿茶冷吃兔｜影视动漫 杂食挖坑｜快落产粮 佛系缘更｜,2020了，最爱的韩剧还是鬼怪和w[大哭][大哭][大哭]（我就不应该刷题的时候打开b站啊啊啊啊啊啊，
BLUE_DCK,女,,才发现时间是5分21秒诶，up主是特意卡的这个时间吗？
湖水峡,保密,沉默是金。,这个色调太好看了！
Dansa西夕,女,动静皆我，一人千面。,至今看剪辑都想哭呜呜呜呜又甜又虐不可复制的爱情！！！
Dayhana,女,热心网友,2020年还在看鬼怪
ChennnYe,女,,哇 up好棒 我真的是看到鬼怪拔刀那里眼泪就止不住啦
sunnnalay,女,无,啊啊最爱的一首战歌
我的专业是hippop,女,可可爱爱$没有脑袋,我要再看一遍
sunnnalay,女,无,阿加西  塞拉黑哟
一只八角-,保密,最后。,每年冬天都要重温  然后会哭出来  剪的太棒了呜呜呜
喻香肉丝,保密,我不是懒，是不知道写什么,神仙up主！疯狂为你打call[喜欢][喜欢][喜欢][喜欢]请问可以转发收藏吗？[抱拳]
小天使biubiu-,保密,,前几天才二刷完 真的好好看55555
MeU_婷,保密,,调色和字幕太好看了！用电脑播放，每一帧都是画报啊[喜欢]  stay with me已经是我三年的手机铃声了[鼓掌][鼓掌]
牛油果炒饭,保密,day day up,啊啊啊啊啊啊真的很喜欢这部剧
KseniaY,女,一个平平无奇追综艺，磕cp的女孩罢了~,不得不说，up这剪辑，色调搭配的太好了！鬼怪到现在都还让我心动，听到这个歌，真的是有哭有笑。[大哭]
杨胖鱼胖胖胖,女,我常常因为自己不够沙雕而自卑,我真的一直很想看这个，但是感觉男二女二那一对太虐了，就不敢看了，每次刷剪辑就很心动啊[笑哭]
横冲直撞一只圆,女,有空一起睡觉,那个女孩的笑容让人心动
